account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url,shortlist_reason
acc_47f99bab4c06,25,Paris 100.csv,Hôtel De La Porte Dorée,h tel de la porte dor e,FR,Paris,,273 Av. Daumesnil,http://hoteldelaportedoree.com/,hoteldelaportedoree.com,+33 1 43 07 56 97,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,1031,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,75.0,7.5,Medium-High,unique,h tel de la porte dor e|paris|273 av daumesnil,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20De%20La%20Porte%20Dor%C3%A9e&query_place_id=ChIJXUfMvmBy5kcRzMsyUnKO90E,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_a234cb215a4b,26,Paris 100.csv,Agate Hotel,agate hotel,FR,Paris,,8 Cr de Vincennes,http://www.hotelagateparis.com/,hotelagateparis.com,+33 1 43 45 13 53,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,824,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,75.0,7.5,Medium-High,unique,agate hotel|paris|8 cr de vincennes,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Agate%20Hotel&query_place_id=ChIJa77JgXBy5kcRKnPSShrqCF8,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_071f8f1d5738,27,Paris 100.csv,Hôtel Le Marquis by Inwood Hotels,h tel le marquis by inwood hotels,FR,Paris,,15 Rue Dupleix,http://www.lemarquisparis.com/,lemarquisparis.com,+33 1 43 06 31 50,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,650,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,75.0,7.5,Medium-High,unique,h tel le marquis by inwood hotels|paris|15 rue dupleix,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Marquis%20by%20Inwood%20Hotels&query_place_id=ChIJFSHRyRhw5kcRhQYlnB2SCqM,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_70fb8db24e62,28,Paris 100.csv,Hôtel Du Printemps,h tel du printemps,FR,Paris,,80 Bd de Picpus,http://www.hotel-paris-printemps.com/?utm_source=gmb,hotel-paris-printemps.com,+33 1 43 43 62 31,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,597,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Basic,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,75.0,7.5,Medium-High,unique,h tel du printemps|paris|80 bd de picpus,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Du%20Printemps&query_place_id=ChIJjZJEnHpy5kcR0cPhoJYaots,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_04ea2f018c9d,29,Paris 100.csv,Hôtel Europe Saint-Séverin,h tel europe saint s verin,FR,Paris,,38-40 Rue Saint-Séverin,http://www.hoteleurope.net/,hoteleurope.net,+33 1 46 34 05 70,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,1416,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,h tel europe saint s verin|paris|38 40 rue saint s verin,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Europe%20Saint-S%C3%A9verin&query_place_id=ChIJYRE_nuBx5kcRLJMcebvxJwc,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_693754b5bdda,30,Paris 100.csv,Hotel Rose Bourbon,hotel rose bourbon,FR,Paris,,53 Rue de l'Église,http://www.hotelrosebourbon.com/,hotelrosebourbon.com,+33 1 45 57 35 80,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,1120,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,hotel rose bourbon|paris|53 rue de l glise,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Rose%20Bourbon&query_place_id=ChIJtUECvxFw5kcR_tNY3UxaC2o,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_1dd3fdc372a6,31,Paris 100.csv,Hôtel Le Relais Saint Charles,h tel le relais saint charles,FR,Paris,,72 Bd de Grenelle,https://www.relaisstcharles.fr/,relaisstcharles.fr,+33 1 40 58 00 57,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,1118,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,h tel le relais saint charles|paris|72 bd de grenelle,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Relais%20Saint%20Charles&query_place_id=ChIJycQ42Btw5kcRRHe3lR6MDAk,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_97c4ea8a623e,32,Paris 100.csv,Aparthotel Adagio Paris Nation,aparthotel adagio paris nation,FR,Paris,,15 Ter Rue Lamblardie,https://www.adagio-city.com/a0x1?utm_source=googleMaps&utm_medium=seoMaps&utm_campaign=seoMaps&y_source=1_MTUzNTkyODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,adagio-city.com,+33 1 88 40 16 60,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,755,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,aparthotel adagio paris nation|paris|15 ter rue lamblardie,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Aparthotel%20Adagio%20Paris%20Nation&query_place_id=ChIJGwjIWw1z5kcRGI5IbTJ0rH4,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_50e30557e4e6,33,Paris 100.csv,Hôtel Daumesnil Vincennes,h tel daumesnil vincennes,FR,Vincennes,,50 Av. de Paris,http://www.hotel-daumesnil.com/,hotel-daumesnil.com,+33 1 48 08 44 10,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,676,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,h tel daumesnil vincennes|vincennes|50 av de paris,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Daumesnil%20Vincennes&query_place_id=ChIJ6z7JEJhy5kcRCDTinX6dYaA,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_576c6130fd96,34,Paris 100.csv,Aparthotel Adagio Paris Vincennes,aparthotel adagio paris vincennes,FR,Vincennes,,42 Av. de Paris,https://www.adagio-city.com/8164?utm_source=googleMaps&utm_medium=seoMaps&utm_campaign=seoMaps&y_source=1_MTUzNTkyODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,adagio-city.com,+33 1 58 73 52 00,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,660,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.98,7.5,Medium-High,unique,aparthotel adagio paris vincennes|vincennes|42 av de paris,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Aparthotel%20Adagio%20Paris%20Vincennes&query_place_id=ChIJtey0CZhy5kcR7Ta1IElroJc,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_0424337fc7e2,35,Paris 100.csv,Hôtel Le Quartier Bercy - Square,h tel le quartier bercy square,FR,Paris,,33 Bd de Reuilly,http://www.lequartierhotelbs.com/,lequartierhotelbs.com,+33 1 44 87 09 09,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,1384,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,h tel le quartier bercy square|paris|33 bd de reuilly,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Quartier%20Bercy%20-%20Square&query_place_id=ChIJZ6ou7mty5kcRgRrNRYBhuf8,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_f69614be5bac,36,Paris 100.csv,Hotel France Louvre,hotel france louvre,FR,Paris,,40 Rue de Rivoli,http://www.francelouvre.com/,francelouvre.com,+33 9 71 28 46 06,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,1155,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,hotel france louvre|paris|40 rue de rivoli,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20France%20Louvre&query_place_id=ChIJRZOcrgJu5kcRNHLaohZ3YRI,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_853673f6c8c7,37,Paris 100.csv,Hotel Madrigal,hotel madrigal,FR,Paris,,32 Bd Pasteur,https://www.hotel-madrigal.com/,hotel-madrigal.com,+33 1 47 34 70 47,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,780,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,hotel madrigal|paris|32 bd pasteur,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Madrigal&query_place_id=ChIJ86biLjFw5kcR4lS3hixop2Y,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_d0b0538a8bf5,38,Paris 100.csv,Hotel Quartier Latin,hotel quartier latin,FR,Paris,,9 Rue des Écoles,https://hotelquartierlatin.com/,hotelquartierlatin.com,+33 1 44 27 06 45,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,614,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,hotel quartier latin|paris|9 rue des coles,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Quartier%20Latin&query_place_id=ChIJ7bgVpOVx5kcRZtn3LagYOT0,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_b56bf533b6f2,39,Paris 100.csv,Hotel Elysees Flaubert Paris,hotel elysees flaubert paris,FR,Paris,,19 Rue Rennequin,http://www.parishotelflaubert.com/,parishotelflaubert.com,+33 1 46 22 44 35,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,544,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,hotel elysees flaubert paris|paris|19 rue rennequin,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Elysees%20Flaubert%20Paris&query_place_id=ChIJaZ8vMZRv5kcR_2jdeKkSWuQ,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_8f3276743841,40,Paris 100.csv,Grand Hotel Dore Paris,grand hotel dore paris,FR,Paris,,201 Av. Daumesnil,http://www.grand-hotel-dore.com/,grand-hotel-dore.com,+33 1 43 43 66 89,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,543,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.96,7.5,Medium-High,unique,grand hotel dore paris|paris|201 av daumesnil,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Grand%20Hotel%20Dore%20Paris&query_place_id=ChIJyVu83Ghy5kcRtLEVSernJIA,Medium-High | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_22673953bbcb,41,Paris 100.csv,B&B HOTEL Paris 17 Batignolles,b b hotel paris 17 batignolles,FR,Paris,,4 Bd Berthier,https://www.hotel-bb.com/fr/hotel/paris-17-batignolles?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,hotel-bb.com,+33 892 23 34 46,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,2616,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.94,7.49,Medium,unique,b b hotel paris 17 batignolles|paris|4 bd berthier,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=B%26B%20HOTEL%20Paris%2017%20Batignolles&query_place_id=ChIJX7l02dBv5kcRv2QC8Zx-J1s,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_1d94282cd7ac,42,Paris 100.csv,Hotel Paris Vaugirard,hotel paris vaugirard,FR,Paris,,403 Rue de Vaugirard,https://www.hotel-paris-vaugirard.com/fr/,hotel-paris-vaugirard.com,+33 1 48 28 18 72,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,1902,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.94,7.49,Medium,unique,hotel paris vaugirard|paris|403 rue de vaugirard,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Paris%20Vaugirard&query_place_id=ChIJK89My21w5kcR1Q91NYFX9qg,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_8ce07fb1d88c,43,Paris 100.csv,New Hotel République,new hotel r publique,FR,Paris,,25 Rue du Grand Prieuré,https://www.new-hotel.com/hotel-paris/new-hotel-republique/,new-hotel.com,+33 1 48 07 55 25,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,856,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.94,7.49,Medium,unique,new hotel r publique|paris|25 rue du grand prieur,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=New%20Hotel%20R%C3%A9publique&query_place_id=ChIJtT3xseJt5kcRz-VSn-5e2i4,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_406701efa5d0,44,Paris 100.csv,Hôtel des Batignolles,h tel des batignolles,FR,Paris,,26–28 Rue des Batignolles,http://www.batignolles.com/,batignolles.com,+33 1 43 87 70 40,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,772,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.94,7.49,Medium,unique,h tel des batignolles|paris|26 28 rue des batignolles,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20des%20Batignolles&query_place_id=ChIJ_zxGHLJv5kcRXwA_T19oKRU,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_babdb6116489,45,Paris 100.csv,Hôtel du Prince Eugène,h tel du prince eug ne,FR,Paris,,247 Bd Voltaire,https://www.hotelprinceeugene.com/,hotelprinceeugene.com,+33 1 43 71 22 81,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,523,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.94,7.49,Medium,unique,h tel du prince eug ne|paris|247 bd voltaire,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20du%20Prince%20Eug%C3%A8ne&query_place_id=ChIJaVloenRy5kcRhA5hO7IGMoQ,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_51390a045285,46,Paris 100.csv,Hôtel L'Interlude,h tel l interlude,FR,Paris,,258 Av. Daumesnil,http://www.hotelinterlude.com/,hotelinterlude.com,+33 1 43 43 61 36,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,744,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.92,7.49,Medium,unique,h tel l interlude|paris|258 av daumesnil,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20L'Interlude&query_place_id=ChIJveJzOWdy5kcRb28_D-AGIeE,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_c98b15cfab25,47,Paris 100.csv,Charing Cross,charing cross,FR,Paris,,39 Rue Pasquier,http://www.charingcrosshotel.com/,charingcrosshotel.com,+33 1 43 87 41 04,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,590,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.92,7.49,Medium,unique,charing cross|paris|39 rue pasquier,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Charing%20Cross&query_place_id=ChIJrd_lLTVu5kcRf16HbopyHk8,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_728d71cfcbac,48,Paris 100.csv,Hotel Peyris Opera,hotel peyris opera,FR,Paris,,10 Rue du Conservatoire,http://www.hotel-peyris.com/,hotel-peyris.com,+33 1 47 70 50 83,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,816,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.9,7.49,Medium,unique,hotel peyris opera|paris|10 rue du conservatoire,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Peyris%20Opera&query_place_id=ChIJSw3MdRVu5kcRD6RudScuyPI,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_e4cbea3e6af2,49,Paris 100.csv,Hôtel Westside Arc de Triomphe,h tel westside arc de triomphe,FR,Paris,,36 Rue Pierre Demours,http://www.hotelwestside.com/,hotelwestside.com,+33 1 47 64 67 67,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,558,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.9,7.49,Medium,unique,h tel westside arc de triomphe|paris|36 rue pierre demours,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Westside%20Arc%20de%20Triomphe&query_place_id=ChIJuz8N65Nv5kcRTI9mFPVT5dA,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
