account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url,shortlist_reason
acc_ac992a4567eb,50,Paris 100.csv,Est Hotel Paris,est hotel paris,FR,Paris,,49 Bd de Magenta,http://www.est-hotel-paris.com/,est-hotel-paris.com,+33 1 42 40 15 99,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.9,967,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.88,7.49,Medium,unique,est hotel paris|paris|49 bd de magenta,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Est%20Hotel%20Paris&query_place_id=ChIJ-zBAow1u5kcREVKcvMnRQZQ,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_1aa266fd5a17,51,Paris 100.csv,Andréa Hotel - Paris Marais,andr a hotel paris marais,FR,Paris,,3 Rue Saint-Bon,https://hotelandrea.paris/fr/,hotelandrea.paris,+33 1 42 78 43 93,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.9,699,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.88,7.49,Medium,unique,andr a hotel paris marais|paris|3 rue saint bon,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Andr%C3%A9a%20Hotel%20-%20Paris%20Marais&query_place_id=ChIJ-T7A1x1u5kcRBZG7UmOau8A,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_4b2c5cfa1660,52,Paris 100.csv,Paris Lafayette Hotel,paris lafayette hotel,FR,Paris,,23 Rue des Messageries,http://www.hotelparislafayette.com/,hotelparislafayette.com,+33 1 48 00 00 11,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,1249,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.86,7.49,Medium,unique,paris lafayette hotel|paris|23 rue des messageries,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Paris%20Lafayette%20Hotel&query_place_id=ChIJoeGMMmtu5kcRW0PIRo_mOnE,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_0f55270c1630,53,Paris 100.csv,Hôtel Eiffel Rive Gauche,h tel eiffel rive gauche,FR,Paris,,6 Rue du Gros Caillou,http://www.hoteleiffelrivegauche.com/,hoteleiffelrivegauche.com,+33 1 45 51 51 51,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,785,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.86,7.49,Medium,unique,h tel eiffel rive gauche|paris|6 rue du gros caillou,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Eiffel%20Rive%20Gauche&query_place_id=ChIJPdiveN9v5kcRo577dqjiBmg,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_0f1b80dc5116,54,Paris 100.csv,Nouvel Hôtel,nouvel h tel,FR,Paris,,24 Av. du Bel air,https://nouvel-hotel-paris.com/,nouvel-hotel-paris.com,+33 1 43 43 01 81,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,545,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.86,7.49,Medium,unique,nouvel h tel|paris|24 av du bel air,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Nouvel%20H%C3%B4tel&query_place_id=ChIJO0IPUnBy5kcRZ-gNsZsC3ms,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_a4e6add71a27,55,Paris 100.csv,Hôtel Montpensier,h tel montpensier,FR,Paris,,12 Rue de Richelieu,http://www.hotelmontpensierparis.com/,hotelmontpensierparis.com,+33 1 42 96 28 50,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,474,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.85,7.48,Medium,unique,h tel montpensier|paris|12 rue de richelieu,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Montpensier&query_place_id=ChIJQeJsBiVu5kcRWEuZ-rXcca4,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_4d01647687a8,56,Paris 100.csv,Timhotel Nation,timhotel nation,FR,Paris,,7 Rue d'Avron,https://www.timhotel.com/fr/timhotel-nation-3_12?utm_medium=social&utm_source=GoogleMyBusiness&utm_campaign=page-hotel,timhotel.com,+33 1 43 56 29 29,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.6,629,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.82,7.48,Medium,unique,timhotel nation|paris|7 rue d avron,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Timhotel%20Nation&query_place_id=ChIJw6Qja3dy5kcR2YrFj66jZig,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_6463d9d0e060,57,Paris 100.csv,Lux Hôtel Picpus,lux h tel picpus,FR,Paris,,74 Bd de Picpus,https://www.lux-hotel-picpus.com/,lux-hotel-picpus.com,+33 1 43 43 08 46,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,435,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.79,7.48,Medium,unique,lux h tel picpus|paris|74 bd de picpus,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Lux%20H%C3%B4tel%20Picpus&query_place_id=ChIJXWiPHg5y5kcRWUQUoQOwx5I,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_91a704c4225b,58,Paris 100.csv,Victoria Hotel,victoria hotel,FR,Paris,,2bis Cité Bergère,http://www.hotelvictoriaparis.com/fr/index.php,hotelvictoriaparis.com,+33 1 47 70 20 01,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.4,1534,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.78,7.48,Medium,unique,victoria hotel|paris|2bis cit berg re,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Victoria%20Hotel&query_place_id=ChIJYcLafD5u5kcRocg_4iRppKs,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_1224a5612346,59,Paris 100.csv,Hôtel Saint Cyr Etoile,h tel saint cyr etoile,FR,Paris,,101 Av. des Ternes,http://www.hotelstcyr-paris.com/,hotelstcyr-paris.com,+33 1 45 74 87 42,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,402,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.76,7.48,Medium,unique,h tel saint cyr etoile|paris|101 av des ternes,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Saint%20Cyr%20Etoile&query_place_id=ChIJlVBAZIxv5kcRMP-3OeKWf8c,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_5e7a80ad157e,60,Paris 100.csv,Hôtel de Castiglione,h tel de castiglione,FR,Paris,,38-40 Rue du Faubourg Saint-Honoré,http://www.castiglionehotel.com/,castiglionehotel.com,+33 1 44 94 25 25,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.3,1185,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.76,7.48,Medium,unique,h tel de castiglione|paris|38 40 rue du faubourg saint honor,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20de%20Castiglione&query_place_id=ChIJqbGEAc1v5kcREXOozIcP9xs,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_b36cabd458ab,61,Paris 100.csv,Hôtel de l'Europe,h tel de l europe,FR,Paris,,67 Rue des Moines,https://hoteleuropeparis.com/,hoteleuropeparis.com,+33 1 53 31 01 20,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.3,659,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.76,7.48,Medium,unique,h tel de l europe|paris|67 rue des moines,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20de%20l'Europe&query_place_id=ChIJG3DuZaxv5kcRyvADejE7wos,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_9ba06ae226e8,62,Paris 100.csv,Hôtel Le Twelve,h tel le twelve,FR,Paris,,82 Av. du Dr Arnold Netter,http://www.hotel-twelve.com/,hotel-twelve.com,+33 1 43 43 78 50,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.3,552,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.76,7.48,Medium,unique,h tel le twelve|paris|82 av du dr arnold netter,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Twelve&query_place_id=ChIJ0WIYmnxy5kcRx-wi9-YsxIg,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_bfdf29e273cf,63,Paris 100.csv,Hôtel de L'Union,h tel de l union,FR,Paris,,65 Rue des Pyrénées,http://www.hotelunion-paris.com/,hotelunion-paris.com,+33 1 43 73 20 97,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.9,430,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.74,7.47,Medium,unique,h tel de l union|paris|65 rue des pyr n es,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20de%20L'Union&query_place_id=ChIJ5Sgt1Xhy5kcRHiTmOUMi490,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_ccd982e41122,64,Paris 100.csv,Hôtel Claret Bercy,h tel claret bercy,FR,Paris,,44 Bd de Bercy,http://hotel-claret.com/,hotel-claret.com,+33 1 46 28 41 31,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.1,1041,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.72,7.47,Medium,unique,h tel claret bercy|paris|44 bd de bercy,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Claret%20Bercy&query_place_id=ChIJ5ZsFrhZy5kcRqzuGyYue67I,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_5af4c207f140,65,Paris 100.csv,Hôtel Eiffel Kensington,h tel eiffel kensington,FR,Paris,,79 Av. de la Bourdonnais,https://www.hoteleiffel.fr/,hoteleiffel.fr,+33 1 47 05 74 00,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.1,624,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.72,7.47,Medium,unique,h tel eiffel kensington|paris|79 av de la bourdonnais,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Eiffel%20Kensington&query_place_id=ChIJC73PfCBw5kcRMlLRLrjmZdE,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_d883df97604a,66,Paris 100.csv,Hotel de la Bretonnerie,hotel de la bretonnerie,FR,Paris,,22 Rue Sainte-Croix de la Bretonnerie,https://www.hotelparismaraisbretonnerie.com/,hotelparismaraisbretonnerie.com,+33 1 48 87 77 63,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,346,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.65,7.47,Medium,unique,hotel de la bretonnerie|paris|22 rue sainte croix de la bretonnerie,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20de%20la%20Bretonnerie&query_place_id=ChIJGwxd1AJu5kcR5SMXOPEoq5Y,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_db04f2d02f44,67,Paris 100.csv,Hôtel les Jardins du Luxembourg,h tel les jardins du luxembourg,FR,Paris,,5 Imp. Royer-Collard,https://www.hoteljardinsluxembourg.com/,hoteljardinsluxembourg.com,+33 1 40 46 08 88,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.6,309,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.64,7.46,Medium,unique,h tel les jardins du luxembourg|paris|5 imp royer collard,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20les%20Jardins%20du%20Luxembourg&query_place_id=ChIJG9212cJx5kcRK366qg-DYCU,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_363e20de0bd1,68,Paris 100.csv,Simon's Boutique Hotel,simon s boutique hotel,FR,Paris,,69 Rue Riquet,https://simons-hotel.paris/,simons-hotel.paris,+33 1 88 40 16 00,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,345,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.63,7.46,Medium,unique,simon s boutique hotel|paris|69 rue riquet,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Simon's%20Boutique%20Hotel&query_place_id=ChIJcfnyvntu5kcRTIVkG_G3P1k,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_72393704474a,69,Paris 100.csv,Hôtel PARIS LEGENDRE,h tel paris legendre,FR,Paris,,149 Rue Legendre,http://www.hotelparislegendre.com/,hotelparislegendre.com,+33 1 46 27 51 73,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.1,452,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.62,7.46,Medium,unique,h tel paris legendre|paris|149 rue legendre,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20PARIS%20LEGENDRE&query_place_id=ChIJJcgHyaxv5kcR33L7vxNxCNw,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_0216994742d5,70,Paris 100.csv,Fertel Maillot,fertel maillot,FR,Paris,,269 Bd Pereire,http://www.hotelfertelmaillot.com/,hotelfertelmaillot.com,+33 1 44 09 92 92,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.0,338,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.58,7.46,Medium,unique,fertel maillot|paris|269 bd pereire,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Fertel%20Maillot&query_place_id=ChIJNUkbr4xv5kcRhTqZsSMsvAQ,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_f36e2cb0df1e,71,Paris 100.csv,Hotel Des Deux-Iles,hotel des deux iles,FR,Paris,,59 Rue Saint-Louis en l'Île,http://www.hoteldesdeuxiles.com/,hoteldesdeuxiles.com,+33 1 43 26 13 35,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.7,266,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.57,7.46,Medium,unique,hotel des deux iles|paris|59 rue saint louis en l le,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Des%20Deux-Iles&query_place_id=ChIJXwkKNuNx5kcRKzpgKCjT-9E,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_d78cb9e9a67b,72,Paris 100.csv,Hôtel Riesner,h tel riesner,FR,Paris,,19 Rue d'Austerlitz,https://www.hotelriesner.com/,hotelriesner.com,+33 1 40 19 04 05,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.7,262,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.56,7.46,Medium,unique,h tel riesner|paris|19 rue d austerlitz,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Riesner&query_place_id=ChIJB6k-9-pz5kcRbOCN-dFi5qM,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_a683d397e3c5,73,Paris 100.csv,Hôtel Dupond-Smith,h tel dupond smith,FR,Paris,,2 Rue des Guillemites,http://www.hoteldupondsmith.com/,hoteldupondsmith.com,+33 1 42 76 88 99,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.8,224,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.51,7.45,Medium,unique,h tel dupond smith|paris|2 rue des guillemites,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Dupond-Smith&query_place_id=ChIJWQ3QwgJu5kcRa80_dPMcbD0,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_5e82f87396c6,74,Paris 100.csv,Hotel Amélie,hotel am lie,FR,Paris,,5 Rue Amélie,http://www.hotelamelie-paris.com/,hotelamelie-paris.com,+33 1 45 51 74 75,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,275,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.47,7.45,Medium,unique,hotel am lie|paris|5 rue am lie,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Am%C3%A9lie&query_place_id=ChIJGWpI49hv5kcR89snoY6nJEk,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_7670598e37fd,75,Paris 100.csv,Hotel Florida Paris,hotel florida paris,FR,Paris,,12 Bd Malesherbes,https://www.hotelfloridaparis.com/,hotelfloridaparis.com,+33 1 42 65 72 06,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.7,192,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.42,7.44,Medium,unique,hotel florida paris|paris|12 bd malesherbes,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Florida%20Paris&query_place_id=ChIJDxQwpsxv5kcRAdHRci7Tz9Y,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
