account_id,record_rank,source_file,hotel_name,hotel_name_normalized,country_code,city,state,street,website,website_domain,phone,category_name,hotel_type_class,geography_fit,independent_chain_class,ownership_type,review_score,reviews_count,icp_fit_score,icp_fit_class,non_icp_but_keep,fit_confidence,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,ranking_reason,ranking_score,priority_score,priority_band,dedupe_status,duplicate_group_id,contact_duplicate_flag,review_flag,review_reason,manual_merge_candidate,source_url,shortlist_reason
acc_5ed87bc54c53,76,Paris 100.csv,Hôtel Du Château Vincennes,h tel du ch teau vincennes,FR,Vincennes,,1 Rue Robert Giraudineau,https://www.hotel-du-chateau.com/,hotel-du-chateau.com,+33 1 48 08 67 40,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,260,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.38,7.44,Medium,unique,h tel du ch teau vincennes|vincennes|1 rue robert giraudineau,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Du%20Ch%C3%A2teau%20Vincennes&query_place_id=ChIJP900xqJy5kcRxjWWwNZVsdY,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_c4a06723ceb9,77,Paris 100.csv,Hôtel Saint-Louis en l'Isle - Notre-Dame,h tel saint louis en l isle notre dame,FR,Paris,,75 Rue Saint-Louis en l'Île,http://www.saintlouisenlisle.com/,saintlouisenlisle.com,+33 1 46 34 04 80,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,178,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.36,7.44,Medium,unique,h tel saint louis en l isle notre dame|paris|75 rue saint louis en l le,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Saint-Louis%20en%20l'Isle%20-%20Notre-Dame&query_place_id=ChIJnw7-O-Nx5kcRRmqhwXhpr_w,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_ecb163e3843c,78,Paris 100.csv,Hotel Le Daum Paris,hotel le daum paris,FR,Paris,,15 Rue Gossec,http://www.ledaum.com/,ledaum.com,+33 1 43 43 64 13,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,186,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.35,7.44,Medium,unique,hotel le daum paris|paris|15 rue gossec,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Le%20Daum%20Paris&query_place_id=ChIJ62Zgn25z5kcRvt_YCuDja7c,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_af8c00fd2ba0,79,Paris 100.csv,Hotel Terre Neuve,hotel terre neuve,FR,Paris,,22 bis Rue de Terre Neuve,https://hotelterreneuve.com/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness,hotelterreneuve.com,+33 1 42 78 38 60,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,193,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Basic,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.35,7.44,Medium,unique,hotel terre neuve|paris|22 bis rue de terre neuve,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Terre%20Neuve&query_place_id=ChIJpaNezndy5kcRrcMtOxTwl8w,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_c2b032d70036,80,Paris 100.csv,Hôtel Villa Glamour,h tel villa glamour,FR,Paris,,85 Rue de la Pompe,http://www.hotelvillaglamour.com/,hotelvillaglamour.com,+33 1 45 04 05 20,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.4,149,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.28,7.43,Medium,unique,h tel villa glamour|paris|85 rue de la pompe,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Villa%20Glamour&query_place_id=ChIJiU43g_hv5kcRyIHJeHFx6lg,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_fe52c11ea352,81,Paris 100.csv,LALA Hôtel,lala h tel,FR,Paris,,3 Rue Darcet,http://www.lalahotel.com/,lalahotel.com,+33 1 85 09 51 40,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.9,87,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.25,7.42,Medium,unique,lala h tel|paris|3 rue darcet,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=LALA%20H%C3%B4tel&query_place_id=ChIJq1Wdczlv5kcR9xGIeKNqzJU,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_de833d678b28,82,Paris 100.csv,Hôtel District Nation,h tel district nation,FR,Paris,,12 Rue Guénot,https://www.hoteldistrictnation.com/,hoteldistrictnation.com,+33 1 43 71 37 22,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.3,130,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.22,7.42,Medium,unique,h tel district nation|paris|12 rue gu not,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20District%20Nation&query_place_id=ChIJRz1KlBRz5kcR4YDCWl6Sw_4,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_0653ec02cd8b,83,Paris 100.csv,Hôtel Donjon Vincennes,h tel donjon vincennes,FR,Vincennes,,22 Rue du Donjon,http://www.hotel-donjon-vincennes.fr/,hotel-donjon-vincennes.fr,+33 1 43 28 19 17,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.8,145,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.15,7.42,Medium,unique,h tel donjon vincennes|vincennes|22 rue du donjon,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Donjon%20Vincennes&query_place_id=ChIJH9y3lpdy5kcR09wRx-vvFEE,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_54dd80c32105,84,Paris 100.csv,Hôtel Paris 17 Tingis,h tel paris 17 tingis,FR,Paris,,2 Rue Émile Level,https://www.hoteltingis.com/fr/,hoteltingis.com,+33 1 46 27 96 12,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.2,175,76.0,Keep,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,74.09,7.41,Medium,unique,h tel paris 17 tingis|paris|2 rue mile level,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Paris%2017%20Tingis&query_place_id=ChIJz4-kMYRv5kcRVmvmF6drDbg,Medium | B | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_c859fe5b1d98,85,Paris 100.csv,The People,the people,FR,Paris,,17 Bd Morland,https://www.thepeoplehostel.com/fr/destinations/paris-marais/,thepeoplehostel.com,+33 1 81 22 40 88,Hostel,Review type,Out-of-profile geography,Independent candidate,Independent operator candidate,4.1,1738,56.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch | review_type,C,geo_mismatch | review_type,review_fit | independent_signal | out_of_profile_geography | has_website,64.92,6.49,Low,unique,the people|paris|17 bd morland,no,yes,review_type | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=The%20People&query_place_id=ChIJjRraPPlx5kcRHCEo0fZXGmU,Low | C | review_fit | independent_signal | out_of_profile_geography | has_website
acc_d6114655d419,86,Paris 100.csv,Canopy by Hilton Paris Eiffel Tower,canopy by hilton paris eiffel tower,FR,Paris,,16 Av. d'Eylau,https://www.hilton.com/en/hotels/parpypy-canopy-paris-eiffel-tower/?SEO_id=GMB-EMEA-PY-PARPYPY,hilton.com,+33 1 45 50 50 70,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.4,775,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,63.08,6.31,Low,unique,canopy by hilton paris eiffel tower|paris|16 av d eylau,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Canopy%20by%20Hilton%20Paris%20Eiffel%20Tower&query_place_id=ChIJ88xzcKNv5kcRBf9WdxaYOzk,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_2320cf644584,87,Paris 100.csv,Best Western Plus 61 Paris Nation,best western plus 61 paris nation,FR,Paris,,61 Rue de la Voûte,https://www.bestwestern.fr/fr/hotel-paris-12eme-BEST-WESTERN-PREMIER-61-Paris-Nation-Hotel-93790?utm_source=ReferencementLocal&utm_medium=GMB,bestwestern.fr,+33 1 43 45 41 38,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.0,694,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,63.0,6.3,Low,unique,best western plus 61 paris nation|paris|61 rue de la vo te,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Best%20Western%20Plus%2061%20Paris%20Nation&query_place_id=ChIJufAIb31y5kcRiHo5H0Ba4Ng,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_8e7f873f3e53,88,Paris 100.csv,ibis Paris 17 Clichy-Batignolles,ibis paris 17 clichy batignolles,FR,Paris,,"Unknown, 10 Rue Bernard Buffet",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=2189&merchantid=seo-maps-FR-2189&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,+33 1 40 25 20 20,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,3.6,8936,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,62.92,6.29,Low,unique,ibis paris 17 clichy batignolles|paris|unknown 10 rue bernard buffet,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=ibis%20Paris%2017%20Clichy-Batignolles&query_place_id=ChIJa5FAt6hv5kcRybLAorYWSNI,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_13c25f557da3,89,Paris 100.csv,Novotel Paris Centre Bercy,novotel paris centre bercy,FR,Paris,,85 Rue de Bercy,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=0935&merchantid=seo-maps-FR-0935&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,+33 1 43 42 30 00,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.5,3089,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.5,6.15,Low,unique,novotel paris centre bercy|paris|85 rue de bercy,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Novotel%20Paris%20Centre%20Bercy&query_place_id=ChIJA6ux6xZy5kcRJXobZ6vyNXg,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_cbf9abf449fd,90,Paris 100.csv,citizenM Paris Gare de Lyon,citizenm paris gare de lyon,FR,Paris,,8 Rue Van Gogh,https://www.marriott.com/en-us/hotels/parly-citizenm-paris-gare-de-lyon/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,marriott.com,+33 1 86 65 07 40,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.3,3390,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.46,6.15,Low,unique,citizenm paris gare de lyon|paris|8 rue van gogh,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=citizenM%20Paris%20Gare%20de%20Lyon&query_place_id=ChIJfVZVfRty5kcRs0bj4UTjj6o,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_4f2730f21a8a,91,Paris 100.csv,ibis Styles Paris Batignolles,ibis styles paris batignolles,FR,Paris,,119 Av. de Clichy,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B9M1&merchantid=seo-maps-FR-B9M1&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,+33 1 46 27 28 04,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.2,628,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.44,6.14,Low,unique,ibis styles paris batignolles|paris|119 av de clichy,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=ibis%20Styles%20Paris%20Batignolles&query_place_id=ChIJtZFJwXRv5kcRlONVcablOHE,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_30e5764f548d,92,Paris 100.csv,ibis Daumesnil Porte Dorée,ibis daumesnil porte dor e,FR,Paris,,111 Bd Poniatowski,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5038&merchantid=seo-maps-FR-5038&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,+33 1 43 43 30 38,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.0,660,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.4,6.14,Low,unique,ibis daumesnil porte dor e|paris|111 bd poniatowski,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=ibis%20Daumesnil%20Porte%20Dor%C3%A9e&query_place_id=ChIJxb7ZoGBy5kcRVeIf4sLlpxk,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_28414530fd4e,93,Paris 100.csv,ibis Styles Paris Nation Cours de Vincennes,ibis styles paris nation cours de vincennes,FR,Paris,,96 Cr de Vincennes,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B1P0&merchantid=seo-maps-FR-B1P0&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,all.accor.com,+33 1 43 43 97 93,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,3.9,524,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.38,6.14,Low,unique,ibis styles paris nation cours de vincennes|paris|96 cr de vincennes,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=ibis%20Styles%20Paris%20Nation%20Cours%20de%20Vincennes&query_place_id=ChIJ__-D_Hxy5kcRwwmMzwgsWro,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_05e977c6a716,94,Paris 100.csv,Best Western Hôtel Au Trocadéro,best western h tel au trocad ro,FR,Paris,,3 Av. Raymond Poincaré,https://www.hotelautrocadero.com/,hotelautrocadero.com,+33 1 47 27 33 30,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.3,398,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Strong,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.26,6.13,Low,unique,best western h tel au trocad ro|paris|3 av raymond poincar,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Best%20Western%20H%C3%B4tel%20Au%20Trocad%C3%A9ro&query_place_id=ChIJnVRHDftv5kcRWhkYJCSNhXU,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_c1bb4060e3bb,95,Paris 100.csv,Hotel Camelia Nation,hotel camelia nation,FR,Paris,,6 Av. Philippe Auguste,https://camelianationhotel.com/,camelianationhotel.com,+33 1 43 73 67 50,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,3.3,435,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Strong,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.13,6.11,Low,unique,hotel camelia nation|paris|6 av philippe auguste,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Hotel%20Camelia%20Nation&query_place_id=ChIJD69sTnFy5kcRk5bUd5lp7RY,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_4aadb0a63e81,96,Paris 100.csv,Best Western Saint Louis,best western saint louis,FR,Vincennes,,2Bis Rue Robert Giraudineau,http://www.hotel-saint-louis-vincennes.com/,hotel-saint-louis-vincennes.com,+33 1 43 74 16 78,Hotel,Preferred hotel,Out-of-profile geography,Chain candidate,Chain-owned or branded candidate,4.4,314,58.0,Review,no,10.0,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Strong,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,61.11,6.11,Low,unique,best western saint louis|vincennes|2bis rue robert giraudineau,no,yes,possible_chain | out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Best%20Western%20Saint%20Louis&query_place_id=ChIJ49c5xqJy5kcRQDhBkwyJMVI,Low | C | review_fit | preferred_hotel_type | out_of_profile_geography | has_website
acc_507c43f11bbf,97,Paris 100.csv,B&B HOTEL Paris 17 Batignolles,b b hotel paris 17 batignolles,,,,,,,0 892 23 34 46,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.2,2611,76.0,Keep,no,5.0,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,C,geo_mismatch | website_missing | website_missing,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,55.44,5.54,Low,unique,b b hotel paris 17 batignolles|,no,yes,out_of_profile_geography,no,"https://www.google.com/maps/place/B&B HOTEL Paris 17 Batignolles/@48.89442,2.312417,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d48.89442!4d2.312417!16snull!17Bnull",Low | C | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_f3ede507cbe8,98,Paris 100.csv,Bagnolet Hotel,bagnolet hotel,FR,Paris,,43 Rue de Bagnolet,,,,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,4.5,6,76.0,Keep,no,5.0,website_missing | phone_missing | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Low,7.0,Missing,Low,website_and_phone_missing,2,geo_mismatch | website_and_phone_missing | website_missing,C,geo_mismatch | website_and_phone_missing | website_missing,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,53.01,5.3,Low,unique,bagnolet hotel|paris|43 rue de bagnolet,no,yes,out_of_profile_geography | missing_contact_data,no,https://www.google.com/maps/search/?api=1&query=Bagnolet%20Hotel&query_place_id=ChIJf6nrsYlt5kcRcf2vHwoSrzk,Low | C | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_dac012ebd81c,99,Paris 100.csv,"Hotel la Bergerie, Severac le château",hotel la bergerie severac le ch teau,FR,Sévérac-d'Aveyron,,24 Rue du Barry,,,,Hotel,Preferred hotel,Out-of-profile geography,Independent candidate,Independent operator candidate,3.0,1,76.0,Keep,no,5.0,website_missing | phone_missing | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Low,7.0,Missing,Low,website_and_phone_missing,2,geo_mismatch | website_and_phone_missing | website_missing,C,geo_mismatch | website_and_phone_missing | website_missing,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,52.7,5.27,Low,unique,hotel la bergerie severac le ch teau|s v rac d aveyron|24 rue du barry,no,yes,out_of_profile_geography | missing_contact_data,no,https://www.google.com/maps/search/?api=1&query=Hotel%20la%20Bergerie%2C%20Severac%20le%20ch%C3%A2teau&query_place_id=ChIJ4VcZZwBz5kcRkNbOgdScC1w,Low | C | strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography
acc_ab3cc36b0f5c,100,Paris 100.csv,Sauvage,sauvage,FR,Vincennes,,30 Av. de Paris,,,+33 6 58 71 72 42,Bar,Other lodging,Out-of-profile geography,Independent candidate,Independent operator candidate,3.4,425,48.0,Review,no,7.0,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,D,geo_mismatch | website_missing | website_missing,review_fit | independent_signal | out_of_profile_geography | has_phone,43.13,4.31,Low,unique,sauvage|vincennes|30 av de paris,no,yes,out_of_profile_geography,no,https://www.google.com/maps/search/?api=1&query=Sauvage&query_place_id=ChIJk7bku6Jy5kcRVhF2wqI9CU0,Low | D | review_fit | independent_signal | out_of_profile_geography | has_phone
