Task name,Status,Priority,Account ID,Account Status,Hotel name,Country,City / Region,Priority score,Priority Level,ICP Fit,Rank bucket,Rank bucket reason,Why not top tier,Chain signal confidence,Ranking reason,Main Pain Hypothesis,Subject line,Source file
Lead outreach - Penzión Angelika,to do,,acc_9255e74c9ffd,Researching,Penzión Angelika,SK,Bratislava,7.61,Medium-High,Keep,B,review_type,review_type,Low,strong_icp_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Penzión Angelika: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Dobrá Lipa,to do,3,acc_cef5a82860a4,Researching,Dobrá Lipa,SK,Vajnory,7.46,Medium,Review,B,review_type,review_type,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Dobrá Lipa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - YACHTER CLUB Modrá Čajka,to do,3,acc_c870657d734a,Backlog,YACHTER CLUB Modrá Čajka,SK,Čunovo,7.44,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,YACHTER CLUB Modrá Čajka: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - LILAWADI - Wellness & Spa,to do,3,acc_3d30c69f0dea,Backlog,LILAWADI - Wellness & Spa,SK,Karlova Ves,7.44,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,LILAWADI - Wellness & Spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Dunajský Pivovar,to do,3,acc_e7ba348c6ea8,Backlog,Dunajský Pivovar,SK,Bratislava-Petržalka,7.43,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Dunajský Pivovar: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel NH Bratislava Gate One,to do,3,acc_a4b6d0ffb2b8,Researching,Hotel NH Bratislava Gate One,SK,Bratislava,7.38,Medium,Keep,B,chain_signal,chain_signal,High,strong_icp_fit | preferred_hotel_type | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel NH Bratislava Gate One: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Vienna House Easy Bratislava,to do,3,acc_fbc04e417f29,Researching,Vienna House Easy Bratislava,SK,Bratislava,7.37,Medium,Keep,B,chain_signal,chain_signal,High,strong_icp_fit | preferred_hotel_type | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Vienna House Easy Bratislava: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Plaváreň Nivy,to do,3,acc_657adfc5cef4,Backlog,Plaváreň Nivy,SK,Bratislava,7.32,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Plaváreň Nivy: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión Hviezda,to do,3,acc_3bcd7502e14d,Backlog,Penzión Hviezda,SK,Bratislava,7.32,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Penzión Hviezda: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Apartmány Lafranconi,to do,3,acc_01ec0ae9ffe7,Researching,Apartmány Lafranconi,SK,Staré Mesto,7.3,Medium,Review,B,review_type,review_type,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Apartmány Lafranconi: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - ZEN SPA - float, privátna sauna, masáž",to do,3,acc_46eb14d7a33b,Backlog,"ZEN SPA - float, privátna sauna, masáž",SK,Bratislava,7.29,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"ZEN SPA - float, privátna sauna, masáž: krátky postreh",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ayur Ganesh - Ajurvédske Centrum,to do,3,acc_9f09be9bd6ee,Backlog,Ayur Ganesh - Ajurvédske Centrum,SK,Bratislava,7.25,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ayur Ganesh - Ajurvédske Centrum: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Tantra Diamond,to do,3,acc_9701e5de1369,Backlog,Tantra Diamond,SK,Bratislava,7.23,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Tantra Diamond: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more",to do,3,acc_c77424473390,Backlog,"LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more",SK,Bratislava,7.2,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"LUXURY - Brands CELINE, BRUNELLO CUCINELLI , TOM FORD, KITON, ZIMMERMAN, KHAITE and more: krátky postreh",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Elysium Spa,to do,3,acc_7973c0691b45,Backlog,Elysium Spa,SK,Staré Mesto,7.2,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Elysium Spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - The Spa - Luxury thai massage & Spa,to do,3,acc_874ddc8ccd46,Backlog,The Spa - Luxury thai massage & Spa,SK,Petržalka,7.07,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Spa - Luxury thai massage & Spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Thai massage - Massage,to do,3,acc_c8f560ce2d66,Backlog,Thai massage - Massage,SK,Bratislava,7.04,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Thai massage - Massage: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - The Spa Barok - Luxury Thai massage & Spa,to do,3,acc_9f931b372aad,Backlog,The Spa Barok - Luxury Thai massage & Spa,SK,Bratislava-Petržalka,7.04,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Spa Barok - Luxury Thai massage & Spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Wellmass coffe & wellness,to do,3,acc_5afcd55a2aef,Backlog,Wellmass coffe & wellness,SK,Bratislava,7.03,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Wellmass coffe & wellness: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Golden cave. thai massage,to do,3,acc_7532407af343,Backlog,Golden cave. thai massage,SK,Bratislava,7.02,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | core_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Golden cave. thai massage: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzion Helios,to do,3,acc_1fb27825b53b,Researching,Penzion Helios,SK,Devínska Nová Ves,6.97,Medium,Review,B,chain_signal,chain_signal,High,review_fit | preferred_hotel_type | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Penzion Helios: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Sauna Luma,to do,3,acc_d7f1b9332386,Backlog,Sauna Luma,SK,Karlova Ves,6.9,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Sauna Luma: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Apartments Hotel Elisabeth,to do,3,acc_8fbdd0f183f3,Backlog,Apartments Hotel Elisabeth,SK,Bratislava,6.88,Medium,Keep,B,website_missing | website_missing,website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Apartments Hotel Elisabeth: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - UBYTOVANIE,to do,3,acc_19f301df0312,Backlog,UBYTOVANIE,SK,Bratislava,6.87,Medium,Keep,B,website_missing | website_missing,website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,UBYTOVANIE: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - BERG penzion,to do,3,acc_6134ccbeab8a,Backlog,BERG penzion,SK,Petržalka,6.79,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,BERG penzion: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Form Factory Nivy,to do,3,acc_38e151cac455,Backlog,Form Factory Nivy,SK,Ružinov,6.79,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Form Factory Nivy: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Viktor,to do,3,acc_e347b1e55b0c,Backlog,Hotel Viktor,SK,Petržalka,6.78,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Viktor: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Botel Pressburg & Restaurant,to do,3,acc_6d3dad03fefe,Backlog,Botel Pressburg & Restaurant,SK,Staré Mesto,6.74,Medium,Keep,B,website_missing | website_missing,website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Botel Pressburg & Restaurant: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Riverpark Dance School,to do,3,acc_980c51ff038d,Backlog,Riverpark Dance School,SK,Staré Mesto,6.73,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Riverpark Dance School: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Masážny salón Mandala,to do,3,acc_5f40ca78e12a,Backlog,Masážny salón Mandala,SK,Staré Mesto,6.72,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Masážny salón Mandala: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - ZION SPA,to do,3,acc_e87b198e5751,Backlog,ZION SPA,SK,Staré Mesto,6.71,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ZION SPA: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ubytovňa Nivy,to do,3,acc_a018dda21d65,Backlog,Ubytovňa Nivy,SK,Bratislava,6.7,Medium,Keep,B,website_missing | website_missing,website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ubytovňa Nivy: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Wellness Modena,to do,3,acc_892b7afb7d27,Backlog,Wellness Modena,SK,Ružinov,6.7,Medium,Review,B,top_tier_candidate,top_tier_candidate,Low,review_fit | independent_signal | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Wellness Modena: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Catalog Boutique Rooms,to do,3,acc_0d41087390d8,Researching,Catalog Boutique Rooms,SK,Bratislava,6.54,Medium,Keep,B,website_and_phone_missing | website_missing,website_and_phone_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Catalog Boutique Rooms: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ikaros Hotel,to do,3,acc_8cdf078f80c7,Researching,Ikaros Hotel,SK,Bratislava,6.52,Medium,Keep,B,website_and_phone_missing | website_missing,website_and_phone_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ikaros Hotel: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - River View Apartments,to do,4,acc_0adb0228fbab,Backlog,River View Apartments,SK,Staré Mesto,6.25,Low,Keep,C,website_missing | website_missing,website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,River View Apartments: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Optimum Devinska,to do,4,acc_a343ba7b6b2d,Researching,Optimum Devinska,SK,Devínska Nová Ves,6.0,Low,Keep,C,website_and_phone_missing | website_missing,website_and_phone_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Optimum Devinska: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - U Teodora Apartments,to do,4,acc_9399759fb40b,Researching,U Teodora Apartments,SK,Bratislava,5.65,Low,Keep,C,website_and_phone_missing | website_missing | review_type,website_and_phone_missing | website_missing | review_type,Low,strong_icp_fit | independent_signal | core_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,U Teodora Apartments: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Barónka,to do,4,acc_2ee3f29850e4,Backlog,Hotel Barónka,SK,Rača,5.51,Low,Review,C,website_missing | website_missing,website_missing | website_missing,Low,review_fit | independent_signal | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Barónka: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Ubytovňa Narva,to do,4,acc_96a9560f0606,Researching,Ubytovňa Narva,SK,Rača,5.36,Low,Review,C,website_missing | website_missing | review_type,website_missing | website_missing | review_type,Low,review_fit | independent_signal | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Ubytovňa Narva: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Bed & Breakfast Apartment Ginko,to do,4,acc_31e160491217,Backlog,Bed & Breakfast Apartment Ginko,SK,Bratislava,5.33,Low,Review,C,website_missing | website_missing,website_missing | website_missing,Low,review_fit | independent_signal | core_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bed & Breakfast Apartment Ginko: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Chill time wellness & spa,to do,4,acc_e3a71cbb31be,Backlog,Chill time wellness & spa,SK,Bratislava,5.31,Low,Review,C,website_missing | website_missing,website_missing | website_missing,Low,review_fit | independent_signal | core_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Chill time wellness & spa: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión V Lamači - Zdenka Pánisová,to do,4,acc_35658cb09fcb,Researching,Penzión V Lamači - Zdenka Pánisová,SK,Lamač,4.98,Low,Review,D,website_and_phone_missing | website_missing | review_type,website_and_phone_missing | website_missing | review_type,Low,review_fit | independent_signal,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Penzión V Lamači - Zdenka Pánisová: krátky postreh,raw_bratislava region_2026-04-01_21-01-58-857.csv
